WAFER_ID,n_stable_segment,b_stable,b_stable_update
3017014506,5,"[0, 20, 20, 140, 140, 161, 161, 172, 172, 188]","[0, 20, 140, 161, 172, 188]"
3017014514,5,"[0, 20, 20, 140, 140, 160, 160, 170, 170, 187]","[0, 20, 140, 160, 170, 187]"
3017014522,5,"[0, 18, 18, 137, 137, 158, 158, 168, 168, 186]","[0, 18, 137, 158, 168, 186]"
3021014274,5,"[0, 19, 19, 138, 138, 157, 157, 168, 168, 190]","[0, 19, 138, 157, 168, 190]"
3021014286,5,"[0, 17, 17, 135, 135, 156, 156, 166, 166, 184]","[0, 17, 135, 156, 166, 184]"
3021014306,5,"[0, 17, 17, 133, 133, 154, 154, 165, 165, 182]","[0, 17, 133, 154, 165, 182]"
3021014318,5,"[0, 17, 17, 132, 132, 153, 153, 164, 164, 182]","[0, 17, 132, 153, 164, 182]"
3021014508,5,"[0, 18, 18, 119, 119, 151, 151, 161, 161, 177]","[0, 18, 119, 151, 161, 177]"
3023014506,5,"[0, 2, 2, 134, 134, 155, 155, 165, 165, 182]","[0, 2, 134, 155, 165, 182]"
3023014514,5,"[0, 17, 17, 135, 135, 156, 156, 166, 166, 183]","[0, 17, 135, 156, 166, 183]"
3023014518,5,"[0, 16, 16, 133, 133, 154, 154, 164, 164, 189]","[0, 16, 133, 154, 164, 189]"
3023014526,5,"[0, 10, 10, 127, 127, 146, 146, 157, 157, 175]","[0, 10, 127, 146, 157, 175]"
3023014536,5,"[0, 9, 9, 127, 127, 148, 148, 158, 158, 176]","[0, 9, 127, 148, 158, 176]"
3023014548,5,"[0, 16, 16, 133, 133, 154, 154, 164, 164, 186]","[0, 16, 133, 154, 164, 186]"
3023014552,5,"[0, 17, 17, 132, 132, 152, 152, 163, 163, 180]","[0, 17, 132, 152, 163, 180]"
3025014278,5,"[0, 20, 20, 140, 140, 160, 160, 170, 170, 187]","[0, 20, 140, 160, 170, 187]"
3025014282,5,"[0, 20, 20, 138, 138, 158, 158, 168, 168, 185]","[0, 20, 138, 158, 168, 185]"
3025014286,5,"[0, 17, 17, 135, 135, 155, 155, 166, 166, 177]","[0, 17, 135, 155, 166, 177]"
3025014294,5,"[0, 13, 13, 136, 136, 154, 154, 165, 165, 182]","[0, 13, 136, 154, 165, 182]"
3025014302,5,"[0, 17, 17, 136, 136, 156, 156, 166, 166, 183]","[0, 17, 136, 156, 166, 183]"
3027014502,5,"[0, 16, 16, 134, 134, 149, 149, 169, 169, 186]","[0, 16, 134, 149, 169, 186]"
3027014522,5,"[0, 17, 17, 134, 134, 155, 155, 165, 165, 182]","[0, 17, 134, 155, 165, 182]"
3027014528,5,"[0, 17, 17, 137, 137, 157, 157, 167, 167, 183]","[0, 17, 137, 157, 167, 183]"
3027014544,5,"[0, 17, 17, 138, 138, 159, 159, 170, 170, 184]","[0, 17, 138, 159, 170, 184]"
3027014564,5,"[0, 13, 13, 132, 132, 152, 152, 164, 164, 179]","[0, 13, 132, 152, 164, 179]"
3027014588,5,"[0, 20, 20, 137, 137, 158, 158, 168, 168, 185]","[0, 20, 137, 158, 168, 185]"
3029014274,5,"[0, 18, 18, 141, 141, 161, 161, 171, 171, 188]","[0, 18, 141, 161, 171, 188]"
3029014330,5,"[0, 17, 17, 133, 133, 154, 154, 164, 164, 182]","[0, 17, 133, 154, 164, 182]"
3029014464,5,"[0, 5, 5, 120, 120, 139, 139, 144, 144, 156]","[0, 5, 120, 139, 144, 156]"
3029014468,5,"[0, 20, 20, 140, 140, 161, 161, 171, 171, 187]","[0, 20, 140, 161, 171, 187]"
3029014472,5,"[0, 15, 15, 131, 131, 150, 150, 161, 161, 178]","[0, 15, 131, 150, 161, 178]"
3029014476,5,"[0, 18, 18, 136, 136, 157, 157, 166, 166, 184]","[0, 18, 136, 157, 166, 184]"
3031014466,5,"[0, 17, 17, 134, 134, 153, 153, 159, 159, 166]","[0, 17, 134, 153, 159, 166]"
3031014528,5,"[0, 16, 16, 130, 130, 150, 150, 160, 160, 177]","[0, 16, 130, 150, 160, 177]"
3031014536,5,"[0, 18, 18, 135, 135, 156, 156, 166, 166, 183]","[0, 18, 135, 156, 166, 183]"
3031014540,5,"[0, 17, 17, 129, 129, 150, 150, 161, 161, 177]","[0, 17, 129, 150, 161, 177]"
3031014568,5,"[0, 17, 17, 138, 138, 157, 157, 168, 168, 185]","[0, 17, 138, 157, 168, 185]"
3031014580,5,"[0, 17, 17, 137, 137, 157, 157, 167, 167, 184]","[0, 17, 137, 157, 167, 184]"
3031014584,5,"[0, 20, 20, 143, 143, 164, 164, 174, 174, 191]","[0, 20, 143, 164, 174, 191]"
3033014286,5,"[0, 21, 21, 139, 139, 160, 160, 170, 170, 187]","[0, 21, 139, 160, 170, 187]"
3033014306,5,"[0, 18, 18, 138, 138, 158, 158, 168, 168, 185]","[0, 18, 138, 158, 168, 185]"
3033014314,5,"[0, 17, 17, 126, 126, 147, 147, 157, 157, 175]","[0, 17, 126, 147, 157, 175]"
3033014326,5,"[0, 17, 17, 129, 129, 150, 150, 161, 161, 178]","[0, 17, 129, 150, 161, 178]"
3033014464,5,"[0, 5, 5, 124, 124, 144, 144, 154, 154, 171]","[0, 5, 124, 144, 154, 171]"
3035014490,5,"[0, 16, 16, 132, 132, 153, 153, 163, 163, 181]","[0, 16, 132, 153, 163, 181]"
3037014298,5,"[0, 18, 18, 139, 139, 158, 158, 169, 169, 187]","[0, 18, 139, 158, 169, 187]"
3037014334,5,"[0, 19, 19, 135, 135, 156, 156, 166, 166, 183]","[0, 19, 135, 156, 166, 183]"
3037014480,5,"[0, 17, 17, 132, 132, 154, 154, 164, 164, 181]","[0, 17, 132, 154, 164, 181]"
3037014488,5,"[0, 20, 20, 135, 135, 156, 156, 166, 166, 183]","[0, 20, 135, 156, 166, 183]"
3621681198,5,"[0, 17, 17, 141, 141, 161, 161, 171, 171, 188]","[0, 17, 141, 161, 171, 188]"
3621681356,5,"[0, 19, 19, 140, 140, 160, 160, 170, 170, 187]","[0, 19, 140, 160, 170, 187]"
3623681090,5,"[0, 6, 6, 130, 130, 150, 150, 161, 161, 178]","[0, 6, 130, 150, 161, 178]"
3623681102,5,"[0, 20, 20, 148, 148, 169, 169, 179, 179, 196]","[0, 20, 148, 169, 179, 196]"
3623681106,5,"[0, 19, 19, 142, 142, 163, 163, 174, 174, 191]","[0, 19, 142, 163, 174, 191]"
3623681110,5,"[0, 16, 16, 141, 141, 162, 162, 173, 173, 190]","[0, 16, 141, 162, 173, 190]"
3623681118,5,"[0, 12, 12, 135, 135, 156, 156, 166, 166, 183]","[0, 12, 135, 156, 166, 183]"
3623681122,5,"[0, 10, 10, 130, 130, 151, 151, 161, 161, 178]","[0, 10, 130, 151, 161, 178]"
3623681126,5,"[0, 5, 5, 127, 127, 148, 148, 159, 159, 176]","[0, 5, 127, 148, 159, 176]"
3623681134,5,"[0, 16, 16, 140, 140, 161, 161, 171, 171, 189]","[0, 16, 140, 161, 171, 189]"
3623681184,5,"[0, 18, 18, 141, 141, 163, 163, 173, 173, 190]","[0, 18, 141, 163, 173, 190]"
3623681188,5,"[0, 19, 19, 138, 138, 158, 158, 168, 168, 186]","[0, 19, 138, 158, 168, 186]"
3623681204,5,"[0, 17, 17, 144, 144, 164, 164, 174, 174, 192]","[0, 17, 144, 164, 174, 192]"
3625681202,5,"[0, 18, 18, 138, 138, 159, 159, 169, 169, 186]","[0, 18, 138, 159, 169, 186]"
3625681344,5,"[0, 20, 20, 141, 141, 160, 160, 171, 171, 187]","[0, 20, 141, 160, 171, 187]"
3625681348,5,"[0, 5, 5, 124, 124, 144, 144, 155, 155, 171]","[0, 5, 124, 144, 155, 171]"
3625681356,5,"[0, 28, 28, 153, 153, 174, 174, 184, 184, 202]","[0, 28, 153, 174, 184, 202]"
3625681388,5,"[0, 8, 8, 138, 138, 158, 158, 169, 169, 192]","[0, 8, 138, 158, 169, 192]"
3625681392,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 187]","[0, 17, 139, 160, 170, 187]"
3625681404,5,"[0, 20, 20, 147, 147, 168, 168, 178, 178, 195]","[0, 20, 147, 168, 178, 195]"
3627681150,5,"[0, 19, 19, 134, 134, 147, 147, 155, 155, 173]","[0, 19, 134, 147, 155, 173]"
3834719080,5,"[0, 20, 20, 145, 145, 166, 166, 177, 177, 194]","[0, 20, 145, 166, 177, 194]"
3844719152,5,"[0, 20, 20, 141, 141, 160, 160, 171, 171, 188]","[0, 20, 141, 160, 171, 188]"
3846719084,5,"[0, 14, 14, 140, 140, 161, 161, 169, 169, 189]","[0, 14, 140, 161, 169, 189]"
3846719092,5,"[0, 5, 5, 135, 135, 156, 156, 166, 166, 184]","[0, 5, 135, 156, 166, 184]"
3846719100,5,"[0, 5, 5, 134, 134, 155, 155, 165, 165, 182]","[0, 5, 134, 155, 165, 182]"
4167773542,5,"[0, 17, 17, 141, 141, 162, 162, 173, 173, 190]","[0, 17, 141, 162, 173, 190]"
4167773568,5,"[0, 9, 9, 132, 132, 153, 153, 163, 163, 180]","[0, 9, 132, 153, 163, 180]"
4167773572,5,"[0, 12, 12, 150, 150, 171, 171, 181, 181, 198]","[0, 12, 150, 171, 181, 198]"
4167773580,3,"[0, 19, 19, 145, 145, 151]","[0, 19, 145, 151]"
4167773604,5,"[0, 5, 5, 125, 125, 144, 144, 154, 154, 169]","[0, 5, 125, 144, 154, 169]"
4169773318,5,"[0, 20, 20, 144, 144, 165, 165, 175, 175, 193]","[0, 20, 144, 165, 175, 193]"
4169773334,5,"[0, 17, 17, 145, 145, 166, 166, 175, 175, 194]","[0, 17, 145, 166, 175, 194]"
4171773558,5,"[0, 19, 19, 147, 147, 168, 168, 178, 178, 196]","[0, 19, 147, 168, 178, 196]"
4171773580,5,"[0, 17, 17, 143, 143, 163, 163, 173, 173, 191]","[0, 17, 143, 163, 173, 191]"
4171773584,5,"[0, 18, 18, 145, 145, 160, 160, 176, 176, 193]","[0, 18, 145, 160, 176, 193]"
4171773596,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 191]","[0, 17, 142, 163, 173, 191]"
4171773608,5,"[0, 16, 16, 141, 141, 162, 162, 175, 175, 190]","[0, 16, 141, 162, 175, 190]"
4171773612,5,"[0, 17, 17, 142, 142, 162, 162, 173, 173, 190]","[0, 17, 142, 162, 173, 190]"
4171773620,5,"[0, 19, 19, 146, 146, 167, 167, 177, 177, 195]","[0, 19, 146, 167, 177, 195]"
4173773318,5,"[0, 20, 20, 147, 147, 167, 167, 177, 177, 194]","[0, 20, 147, 167, 177, 194]"
4173773326,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 190]","[0, 17, 142, 163, 173, 190]"
4173773330,5,"[0, 20, 20, 153, 153, 172, 172, 183, 183, 200]","[0, 20, 153, 172, 183, 200]"
4173773362,5,"[0, 17, 17, 141, 141, 161, 161, 173, 173, 191]","[0, 17, 141, 161, 173, 191]"
4173773370,5,"[0, 20, 20, 148, 148, 168, 168, 178, 178, 195]","[0, 20, 148, 168, 178, 195]"
4175773538,5,"[0, 11, 11, 134, 134, 155, 155, 165, 165, 183]","[0, 11, 134, 155, 165, 183]"
4175773554,5,"[0, 23, 23, 149, 149, 168, 168, 178, 178, 196]","[0, 23, 149, 168, 178, 196]"
4175773558,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 191]","[0, 17, 142, 163, 173, 191]"
4175773562,5,"[0, 16, 16, 136, 136, 156, 156, 165, 165, 183]","[0, 16, 136, 156, 165, 183]"
4175773568,5,"[0, 16, 16, 138, 138, 159, 159, 169, 169, 187]","[0, 16, 138, 159, 169, 187]"
4175773572,5,"[0, 17, 17, 143, 143, 162, 162, 173, 173, 190]","[0, 17, 143, 162, 173, 190]"
4175773600,5,"[0, 16, 16, 142, 142, 161, 161, 172, 172, 189]","[0, 16, 142, 161, 172, 189]"
4175773624,5,"[0, 17, 17, 144, 144, 163, 163, 177, 177, 192]","[0, 17, 144, 163, 177, 192]"
4177773326,5,"[0, 17, 17, 134, 134, 155, 155, 166, 166, 183]","[0, 17, 134, 155, 166, 183]"
4177773330,5,"[0, 13, 13, 141, 141, 162, 162, 172, 172, 190]","[0, 13, 141, 162, 172, 190]"
4177773350,5,"[0, 18, 18, 143, 143, 164, 164, 173, 173, 192]","[0, 18, 143, 164, 173, 192]"
4177773362,5,"[0, 18, 18, 138, 138, 159, 159, 170, 170, 187]","[0, 18, 138, 159, 170, 187]"
4177773374,5,"[0, 16, 16, 141, 141, 162, 162, 172, 172, 189]","[0, 16, 141, 162, 172, 189]"
4177773560,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 188]","[0, 17, 139, 160, 170, 188]"
4179773506,5,"[0, 17, 17, 140, 140, 161, 161, 171, 171, 189]","[0, 17, 140, 161, 171, 189]"
4179773518,5,"[0, 18, 18, 141, 141, 161, 161, 171, 171, 187]","[0, 18, 141, 161, 171, 187]"
4179773576,5,"[0, 22, 22, 147, 147, 168, 168, 178, 178, 196]","[0, 22, 147, 168, 178, 196]"
4179773580,5,"[0, 20, 20, 142, 142, 162, 162, 172, 172, 189]","[0, 20, 142, 162, 172, 189]"
4179773596,5,"[0, 17, 17, 139, 139, 160, 160, 171, 171, 188]","[0, 17, 139, 160, 171, 188]"
4179773604,5,"[0, 17, 17, 142, 142, 162, 162, 172, 172, 190]","[0, 17, 142, 162, 172, 190]"
4179773608,5,"[0, 21, 21, 145, 145, 166, 166, 176, 176, 194]","[0, 21, 145, 166, 176, 194]"
4181773318,5,"[0, 20, 20, 144, 144, 163, 163, 173, 173, 191]","[0, 20, 144, 163, 173, 191]"
4181773358,5,"[0, 17, 17, 138, 138, 163, 163, 173, 173, 190]","[0, 17, 138, 163, 173, 190]"
4181773366,5,"[0, 17, 17, 141, 141, 160, 160, 171, 171, 188]","[0, 17, 141, 160, 171, 188]"
4181773512,5,"[0, 6, 6, 123, 123, 144, 144, 154, 154, 171]","[0, 6, 123, 144, 154, 171]"
4187773526,5,"[0, 17, 17, 134, 134, 155, 155, 164, 164, 183]","[0, 17, 134, 155, 164, 183]"
4187773530,5,"[0, 17, 17, 136, 136, 157, 157, 167, 167, 185]","[0, 17, 136, 157, 167, 185]"
4187773534,5,"[0, 21, 21, 148, 148, 164, 164, 178, 178, 196]","[0, 21, 148, 164, 178, 196]"
4189773390,5,"[0, 20, 20, 137, 137, 157, 157, 167, 167, 184]","[0, 20, 137, 157, 167, 184]"
4189773398,5,"[0, 17, 17, 136, 136, 157, 157, 167, 167, 185]","[0, 17, 136, 157, 167, 185]"
4189773402,5,"[0, 20, 20, 117, 117, 159, 159, 170, 170, 187]","[0, 20, 117, 159, 170, 187]"
4189773414,5,"[0, 20, 20, 136, 136, 157, 157, 167, 167, 185]","[0, 20, 136, 157, 167, 185]"
4189773480,5,"[0, 20, 20, 141, 141, 160, 160, 171, 171, 188]","[0, 20, 141, 160, 171, 188]"
4199773454,5,"[0, 17, 17, 129, 129, 150, 150, 161, 161, 178]","[0, 17, 129, 150, 161, 178]"
4199773466,5,"[0, 18, 18, 139, 139, 158, 158, 168, 168, 186]","[0, 18, 139, 158, 168, 186]"
4199773636,5,"[0, 31, 31, 151, 151, 172, 172, 182, 182, 198]","[0, 31, 151, 172, 182, 198]"
4199773684,5,"[0, 18, 18, 136, 136, 157, 157, 167, 167, 184]","[0, 18, 136, 157, 167, 184]"
4199773692,5,"[0, 14, 14, 135, 135, 156, 156, 165, 165, 184]","[0, 14, 135, 156, 165, 184]"
4201773390,5,"[0, 19, 19, 135, 135, 155, 155, 165, 165, 185]","[0, 19, 135, 155, 165, 185]"
4201773406,5,"[0, 17, 17, 135, 135, 155, 155, 165, 165, 182]","[0, 17, 135, 155, 165, 182]"
4201773434,5,"[0, 22, 22, 135, 135, 156, 156, 166, 166, 182]","[0, 22, 135, 156, 166, 182]"
4201773438,5,"[0, 17, 17, 137, 137, 158, 158, 168, 168, 185]","[0, 17, 137, 158, 168, 185]"
4201773444,5,"[0, 16, 16, 131, 131, 151, 151, 161, 161, 177]","[0, 16, 131, 151, 161, 177]"
4203773450,5,"[0, 18, 18, 132, 132, 153, 153, 163, 163, 182]","[0, 18, 132, 153, 163, 182]"
4203773632,5,"[0, 18, 18, 138, 138, 157, 157, 168, 168, 186]","[0, 18, 138, 157, 168, 186]"
4203773640,5,"[0, 17, 17, 140, 140, 161, 161, 171, 171, 188]","[0, 17, 140, 161, 171, 188]"
4203773652,5,"[0, 17, 17, 134, 134, 153, 153, 164, 164, 181]","[0, 17, 134, 153, 164, 181]"
4203773692,5,"[0, 17, 17, 138, 138, 158, 158, 168, 168, 186]","[0, 17, 138, 158, 168, 186]"
4207773458,5,"[0, 17, 17, 137, 137, 158, 158, 168, 168, 186]","[0, 17, 137, 158, 168, 186]"
4207773470,5,"[0, 20, 20, 145, 145, 165, 165, 175, 175, 193]","[0, 20, 145, 165, 175, 193]"
4207773656,5,"[0, 17, 17, 140, 140, 161, 161, 174, 174, 189]","[0, 17, 140, 161, 174, 189]"
4207773660,5,"[0, 16, 16, 136, 136, 158, 158, 168, 168, 186]","[0, 16, 136, 158, 168, 186]"
4207773668,5,"[0, 17, 17, 142, 142, 162, 162, 172, 172, 189]","[0, 17, 142, 162, 172, 189]"
4207773688,5,"[0, 20, 20, 147, 147, 167, 167, 177, 177, 193]","[0, 20, 147, 167, 177, 193]"
4209773410,5,"[0, 18, 18, 134, 134, 155, 155, 166, 166, 183]","[0, 18, 134, 155, 166, 183]"
4209773418,5,"[0, 18, 18, 137, 137, 158, 158, 168, 168, 185]","[0, 18, 137, 158, 168, 185]"
4209773434,5,"[0, 6, 6, 115, 115, 142, 142, 147, 147, 170]","[0, 6, 115, 142, 147, 170]"
4211773444,5,"[0, 17, 17, 135, 135, 156, 156, 167, 167, 184]","[0, 17, 135, 156, 167, 184]"
4211773448,5,"[0, 16, 16, 135, 135, 155, 155, 165, 165, 183]","[0, 16, 135, 155, 165, 183]"
4211773456,5,"[0, 18, 18, 140, 140, 161, 161, 171, 171, 188]","[0, 18, 140, 161, 171, 188]"
4211773464,5,"[0, 17, 17, 139, 139, 158, 158, 169, 169, 186]","[0, 17, 139, 158, 169, 186]"
4211773476,5,"[0, 17, 17, 139, 139, 159, 159, 169, 169, 186]","[0, 17, 139, 159, 169, 186]"
4211773670,5,"[0, 18, 18, 136, 136, 157, 157, 167, 167, 185]","[0, 18, 136, 157, 167, 185]"
4211773694,5,"[0, 19, 19, 136, 136, 157, 157, 167, 167, 185]","[0, 19, 136, 157, 167, 185]"
4213773664,5,"[0, 14, 14, 139, 139, 160, 160, 171, 171, 187]","[0, 14, 139, 160, 171, 187]"
4213773668,5,"[0, 17, 17, 134, 134, 155, 155, 165, 165, 183]","[0, 17, 134, 155, 165, 183]"
4213773698,5,"[0, 15, 15, 134, 134, 154, 154, 165, 165, 182]","[0, 15, 134, 154, 165, 182]"
4213773710,5,"[0, 15, 15, 139, 139, 160, 160, 170, 170, 188]","[0, 15, 139, 160, 170, 188]"
4213773714,5,"[0, 17, 17, 133, 133, 154, 154, 164, 164, 181]","[0, 17, 133, 154, 164, 181]"
4213773718,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 189]","[0, 17, 142, 163, 173, 189]"
4213773722,5,"[0, 18, 18, 136, 136, 155, 155, 166, 166, 175]","[0, 18, 136, 155, 166, 175]"
4213773734,5,"[0, 9, 9, 127, 127, 147, 147, 157, 157, 175]","[0, 9, 127, 147, 157, 175]"
4213773738,5,"[0, 19, 19, 134, 134, 147, 147, 150, 150, 174]","[0, 19, 134, 147, 150, 174]"
4213773746,5,"[0, 16, 16, 135, 135, 155, 155, 165, 165, 182]","[0, 16, 135, 155, 165, 182]"
4217773684,5,"[0, 19, 19, 143, 143, 164, 164, 175, 175, 192]","[0, 19, 143, 164, 175, 192]"
4217773688,5,"[0, 17, 17, 141, 141, 160, 160, 171, 171, 188]","[0, 17, 141, 160, 171, 188]"
4219773440,5,"[0, 18, 18, 143, 143, 163, 163, 172, 172, 191]","[0, 18, 143, 163, 172, 191]"
4219773444,5,"[0, 18, 18, 142, 142, 162, 162, 172, 172, 189]","[0, 18, 142, 162, 172, 189]"
4219773448,5,"[0, 19, 19, 146, 146, 163, 163, 176, 176, 193]","[0, 19, 146, 163, 176, 193]"
4219773452,5,"[0, 19, 19, 144, 144, 164, 164, 176, 176, 191]","[0, 19, 144, 164, 176, 191]"
4219773492,5,"[0, 18, 18, 139, 139, 160, 160, 170, 170, 187]","[0, 18, 139, 160, 170, 187]"
4219773496,5,"[0, 5, 5, 125, 125, 146, 146, 157, 157, 173]","[0, 5, 125, 146, 157, 173]"
4219773694,5,"[0, 13, 13, 132, 132, 149, 149, 164, 164, 181]","[0, 13, 132, 149, 164, 181]"
4221773640,5,"[0, 18, 18, 142, 142, 161, 161, 172, 172, 189]","[0, 18, 142, 161, 172, 189]"
4221773702,5,"[0, 16, 16, 142, 142, 162, 162, 172, 172, 190]","[0, 16, 142, 162, 172, 190]"
4221773722,5,"[0, 17, 17, 143, 143, 163, 163, 173, 173, 191]","[0, 17, 143, 163, 173, 191]"
4223773444,5,"[0, 18, 18, 147, 147, 164, 164, 178, 178, 195]","[0, 18, 147, 164, 178, 195]"
4223773448,5,"[0, 19, 19, 142, 142, 167, 167, 175, 175, 195]","[0, 19, 142, 167, 175, 195]"
4223773452,5,"[0, 20, 20, 139, 139, 158, 158, 168, 168, 186]","[0, 20, 139, 158, 168, 186]"
4223773476,5,"[0, 15, 15, 146, 146, 166, 166, 178, 178, 195]","[0, 15, 146, 166, 178, 195]"
4223773480,5,"[0, 19, 19, 104, 104, 125, 125, 135, 135, 153]","[0, 19, 104, 125, 135, 153]"
4223773484,5,"[0, 17, 17, 149, 149, 169, 169, 179, 179, 197]","[0, 17, 149, 169, 179, 197]"
4225773644,5,"[0, 8, 8, 137, 137, 157, 157, 167, 167, 185]","[0, 8, 137, 157, 167, 185]"
4225773652,5,"[0, 18, 18, 142, 142, 163, 163, 174, 174, 192]","[0, 18, 142, 163, 174, 192]"
4225773702,5,"[0, 13, 13, 135, 135, 156, 156, 165, 165, 183]","[0, 13, 135, 156, 165, 183]"
4225773730,5,"[0, 20, 20, 143, 143, 163, 163, 173, 173, 190]","[0, 20, 143, 163, 173, 190]"
4225773738,5,"[0, 17, 17, 144, 144, 164, 164, 173, 173, 191]","[0, 17, 144, 164, 173, 191]"
4225773746,5,"[0, 17, 17, 142, 142, 162, 162, 173, 173, 189]","[0, 17, 142, 162, 173, 189]"
4225773750,5,"[0, 13, 13, 142, 142, 163, 163, 173, 173, 191]","[0, 13, 142, 163, 173, 191]"
4227773484,5,"[0, 16, 16, 141, 141, 165, 165, 176, 176, 194]","[0, 16, 141, 165, 176, 194]"
4227773492,5,"[0, 17, 17, 149, 149, 170, 170, 181, 181, 198]","[0, 17, 149, 170, 181, 198]"
4227773500,5,"[0, 19, 19, 149, 149, 169, 169, 179, 179, 196]","[0, 19, 149, 169, 179, 196]"
4229773652,5,"[0, 18, 18, 127, 127, 164, 164, 174, 174, 191]","[0, 18, 127, 164, 174, 191]"
4229773698,5,"[0, 10, 10, 132, 132, 155, 155, 165, 165, 183]","[0, 10, 132, 155, 165, 183]"
4229773718,5,"[0, 20, 20, 140, 140, 162, 162, 173, 173, 190]","[0, 20, 140, 162, 173, 190]"
4229773722,5,"[0, 14, 14, 144, 144, 163, 163, 177, 177, 193]","[0, 14, 144, 163, 177, 193]"
4229773746,5,"[0, 19, 19, 144, 144, 163, 163, 174, 174, 191]","[0, 19, 144, 163, 174, 191]"
